phase,source_url,destination_url,anchor_text,link_context,http_status,final_url,chain_length,verification,rel,recommended_action
after,https://agents.kujolang.ai/404.html,https://github.com/kujolang/kujo-agents,Source,div,200,https://github.com/kujolang/kujo-agents,0,live request succeeded,noopener noreferrer,
after,https://agents.kujolang.ai/404.html,https://kujolang.ai,Kujo,div,200,https://kujolang.ai/,0,live request succeeded,,
after,https://agents.kujolang.ai/404.html,https://x.com/kujolang,,nav,200,https://x.com/kujolang,0,live request succeeded,,
after,https://agents.kujolang.ai/404.html,https://github.com/kujolang,,nav,200,https://github.com/kujolang,0,live request succeeded,,
after,https://agents.kujolang.ai/404.html,https://discord.gg/RqDgyb3BX,,nav,200,https://discord.com/invite/RqDgyb3BX,1,live request succeeded,,
after,https://agents.kujolang.ai/agents/accessibility-auditor/,https://github.com/kujolang/kujo-agents,Source,div,200,https://github.com/kujolang/kujo-agents,0,live request succeeded,noopener noreferrer,
after,https://agents.kujolang.ai/agents/accessibility-auditor/,https://github.com/kujolang/kujo-agents/blob/main/webops/accessibility-auditor/AGENT.md,Source contract,p,200,https://github.com/kujolang/kujo-agents/blob/main/webops/accessibility-auditor/AGENT.md,0,live request succeeded,,
after,https://agents.kujolang.ai/agents/accessibility-auditor/,https://github.com/kujolang/kujo-agents/blob/main/webops/accessibility-auditor/AGENT.md,View Source,nav,200,https://github.com/kujolang/kujo-agents/blob/main/webops/accessibility-auditor/AGENT.md,0,live request succeeded,noopener noreferrer,
after,https://agents.kujolang.ai/agents/accessibility-auditor/,https://kujolang.ai,Kujo,div,200,https://kujolang.ai/,0,live request succeeded,,
after,https://agents.kujolang.ai/agents/accessibility-auditor/,https://x.com/kujolang,,nav,200,https://x.com/kujolang,0,live request succeeded,,
after,https://agents.kujolang.ai/agents/accessibility-auditor/,https://github.com/kujolang,,nav,200,https://github.com/kujolang,0,live request succeeded,,
after,https://agents.kujolang.ai/agents/accessibility-auditor/,https://discord.gg/RqDgyb3BX,,nav,200,https://discord.com/invite/RqDgyb3BX,1,live request succeeded,,
after,https://agents.kujolang.ai/agents/ai-search-visibility-analyst/,https://github.com/kujolang/kujo-agents,Source,div,200,https://github.com/kujolang/kujo-agents,0,live request succeeded,noopener noreferrer,
